,artist,platzierung,swiss,titel,week,year
129990,Middle Of The Road,1,False,Sacramento,1972-02-15,1972
129994,Rod Stewart,5,False,Maggie May,1972-02-15,1972
129998,The Sweet,9,False,Poppa Joe,1972-02-15,1972
129980,Middle Of The Road,1,False,Sacramento,1972-02-22,1972
129988,Rod Stewart,9,False,Maggie May,1972-02-22,1972
129985,The Sweet,6,False,Poppa Joe,1972-02-22,1972
129970,Middle Of The Road,1,False,Sacramento,1972-02-29,1972
129979,Rod Stewart,10,False,Maggie May,1972-02-29,1972
129972,The Sweet,3,False,Poppa Joe,1972-02-29,1972
129960,Middle Of The Road,1,False,Sacramento,1972-03-07,1972
129961,The Sweet,2,False,Poppa Joe,1972-03-07,1972
129950,Middle Of The Road,1,False,Sacramento,1972-03-14,1972
129959,The Les Humphries Singers,10,False,Old Man Moses,1972-03-14,1972
129952,The Sweet,3,False,Poppa Joe,1972-03-14,1972
129941,Middle Of The Road,2,False,Sacramento,1972-03-21,1972
129945,The Les Humphries Singers,6,False,Old Man Moses,1972-03-21,1972
129942,The Sweet,3,False,Poppa Joe,1972-03-21,1972
129931,Middle Of The Road,2,False,Sacramento,1972-03-28,1972
129933,The Les Humphries Singers,4,False,Old Man Moses,1972-03-28,1972
129932,The Sweet,3,False,Poppa Joe,1972-03-28,1972
129921,Middle Of The Road,2,False,Sacramento,1972-04-04,1972
129923,The Les Humphries Singers,4,False,Old Man Moses,1972-04-04,1972
129922,The Sweet,3,False,Poppa Joe,1972-04-04,1972
129911,Middle Of The Road,2,False,Sacramento,1972-04-11,1972
129916,The Les Humphries Singers,7,False,Old Man Moses,1972-04-11,1972
129912,The Sweet,3,False,Poppa Joe,1972-04-11,1972
129915,Vicky Leandros,6,False,Après toi,1972-04-11,1972
129905,Middle Of The Road,6,False,Sacramento,1972-04-18,1972
129907,The Les Humphries Singers,8,False,Old Man Moses,1972-04-18,1972
129904,The Sweet,5,False,Poppa Joe,1972-04-18,1972
129901,Vicky Leandros,2,False,Après toi,1972-04-18,1972
129893,Middle Of The Road,4,False,Samson And Delilah,1972-04-25,1972
129898,The Les Humphries Singers,9,False,Old Man Moses,1972-04-25,1972
129896,The Sweet,7,False,Poppa Joe,1972-04-25,1972
129890,Vicky Leandros,1,False,Après toi,1972-04-25,1972
129883,Middle Of The Road,4,False,Samson And Delilah,1972-05-02,1972
129887,The Les Humphries Singers,8,False,Old Man Moses,1972-05-02,1972
129886,The Sweet,7,False,Poppa Joe,1972-05-02,1972
129880,Vicky Leandros,1,False,Après toi,1972-05-02,1972
129872,Middle Of The Road,3,False,Samson And Delilah,1972-05-09,1972
129878,The Les Humphries Singers,9,False,Old Man Moses,1972-05-09,1972
129876,The Sweet,7,False,Poppa Joe,1972-05-09,1972
129870,Vicky Leandros,1,False,Après toi,1972-05-09,1972
129862,Middle Of The Road,3,False,Samson And Delilah,1972-05-16,1972
129868,The Sweet,9,False,Poppa Joe,1972-05-16,1972
129860,Vicky Leandros,1,False,Après toi,1972-05-16,1972
129852,Middle Of The Road,3,False,Samson And Delilah,1972-05-23,1972
129850,Vicky Leandros,1,False,Après toi,1972-05-23,1972
129843,Middle Of The Road,4,False,Samson And Delilah,1972-05-30,1972
129840,Vicky Leandros,1,False,Après toi,1972-05-30,1972
129835,Middle Of The Road,6,False,Samson And Delilah,1972-06-06,1972
129830,Vicky Leandros,1,False,Après toi,1972-06-06,1972
129826,Middle Of The Road,7,False,Samson And Delilah,1972-06-13,1972
129822,Vicky Leandros,3,False,Après toi,1972-06-13,1972
129817,Middle Of The Road,8,False,Samson And Delilah,1972-06-20,1972
129818,Neil Diamond,9,False,Song Sung Blue,1972-06-20,1972
129814,Vicky Leandros,5,False,Après toi,1972-06-20,1972
129809,Middle Of The Road,10,False,Samson And Delilah,1972-06-27,1972
129804,Neil Diamond,5,False,Song Sung Blue,1972-06-27,1972
129808,The Sweet,9,False,Little Willy,1972-06-27,1972
129806,Vicky Leandros,7,False,Après toi,1972-06-27,1972
129792,Neil Diamond,3,False,Song Sung Blue,1972-07-04,1972
129796,The Sweet,7,False,Little Willy,1972-07-04,1972
129797,Vicky Leandros,8,False,Après toi,1972-07-04,1972
129781,Neil Diamond,2,False,Song Sung Blue,1972-07-11,1972
129785,The Sweet,6,False,Little Willy,1972-07-11,1972
129788,Vicky Leandros,9,False,Après toi,1972-07-11,1972
129770,Neil Diamond,1,False,Song Sung Blue,1972-07-18,1972
129775,The Sweet,6,False,Little Willy,1972-07-18,1972
129779,Vicky Leandros,10,False,Après toi,1972-07-18,1972
129760,Neil Diamond,1,False,Song Sung Blue,1972-07-25,1972
129762,The Sweet,3,False,Little Willy,1972-07-25,1972
129750,Neil Diamond,1,False,Song Sung Blue,1972-08-08,1972
129751,The Sweet,2,False,Little Willy,1972-08-08,1972
129740,Neil Diamond,1,False,Song Sung Blue,1972-08-15,1972
129743,The Sweet,4,False,Little Willy,1972-08-15,1972
129731,Neil Diamond,2,False,Song Sung Blue,1972-08-22,1972
129735,The Sweet,6,False,Little Willy,1972-08-22,1972
129738,Vicky Leandros,9,False,Ich hab' die Liebe geseh'n,1972-08-22,1972
129722,Neil Diamond,3,False,Song Sung Blue,1972-08-29,1972
129727,The Sweet,8,False,Little Willy,1972-08-29,1972
129726,Vicky Leandros,7,False,Ich hab' die Liebe geseh'n,1972-08-29,1972
129714,Neil Diamond,5,False,Song Sung Blue,1972-09-05,1972
129717,The Sweet,8,False,Little Willy,1972-09-05,1972
129715,Vicky Leandros,6,False,Ich hab' die Liebe geseh'n,1972-09-05,1972
129705,Neil Diamond,6,False,Song Sung Blue,1972-09-12,1972
129708,The Sweet,9,False,Little Willy,1972-09-12,1972
129702,Vicky Leandros,3,False,Ich hab' die Liebe geseh'n,1972-09-12,1972
129697,Neil Diamond,8,False,Song Sung Blue,1972-09-19,1972
129698,The Sweet,9,False,Little Willy,1972-09-19,1972
129692,Vicky Leandros,3,False,Ich hab' die Liebe geseh'n,1972-09-19,1972
129688,Neil Diamond,9,False,Song Sung Blue,1972-09-26,1972
129681,Vicky Leandros,2,False,Ich hab' die Liebe geseh'n,1972-09-26,1972
129679,Neil Diamond,10,False,Song Sung Blue,1972-10-03,1972
129673,Vicky Leandros,4,False,Ich hab' die Liebe geseh'n,1972-10-03,1972
129669,Slade,10,False,Mama Weer All Crazee Now,1972-10-10,1972
129662,Vicky Leandros,3,False,Ich hab' die Liebe geseh'n,1972-10-10,1972
129657,Slade,8,False,Mama Weer All Crazee Now,1972-10-17,1972
129659,The Sweet,10,False,Wig-Wam Bam,1972-10-17,1972
129653,Vicky Leandros,4,False,Ich hab' die Liebe geseh'n,1972-10-17,1972
129648,Slade,9,False,Mama Weer All Crazee Now,1972-10-24,1972
129647,The Sweet,8,False,Wig-Wam Bam,1972-10-24,1972
129643,Vicky Leandros,4,False,Ich hab' die Liebe geseh'n,1972-10-24,1972
129638,Slade,9,False,Mama Weer All Crazee Now,1972-10-31,1972
129639,The Les Humphries Singers,10,False,Mexico,1972-10-31,1972
129633,The Sweet,4,False,Wig-Wam Bam,1972-10-31,1972
129636,Vicky Leandros,7,False,Ich hab' die Liebe geseh'n,1972-10-31,1972
129626,Slade,7,False,Mama Weer All Crazee Now,1972-11-07,1972
129625,The Les Humphries Singers,6,False,Mexico,1972-11-07,1972
129622,The Sweet,3,False,Wig-Wam Bam,1972-11-07,1972
129628,Vicky Leandros,9,False,Ich hab' die Liebe geseh'n,1972-11-07,1972
129615,Slade,6,False,Mama Weer All Crazee Now,1972-11-14,1972
129612,The Les Humphries Singers,3,False,Mexico,1972-11-14,1972
129611,The Sweet,2,False,Wig-Wam Bam,1972-11-14,1972
129618,Vicky Leandros,9,False,Ich hab' die Liebe geseh'n,1972-11-14,1972
129604,Slade,5,False,Mama Weer All Crazee Now,1972-11-21,1972
129600,The Les Humphries Singers,1,False,Mexico,1972-11-21,1972
129602,The Sweet,3,False,Wig-Wam Bam,1972-11-21,1972
129594,Slade,5,False,Mama Weer All Crazee Now,1972-11-28,1972
129590,The Les Humphries Singers,1,False,Mexico,1972-11-28,1972
129591,The Sweet,2,False,Wig-Wam Bam,1972-11-28,1972
129585,Slade,6,False,Mama Weer All Crazee Now,1972-12-05,1972
129580,The Les Humphries Singers,1,False,Mexico,1972-12-05,1972
129581,The Sweet,2,False,Wig-Wam Bam,1972-12-05,1972
129577,Slade,8,False,Mama Weer All Crazee Now,1972-12-12,1972
129570,The Les Humphries Singers,1,False,Mexico,1972-12-12,1972
129572,The Sweet,3,False,Wig-Wam Bam,1972-12-12,1972
129566,Slade,7,False,Mama Weer All Crazee Now,1972-12-19,1972
129560,The Les Humphries Singers,1,False,Mexico,1972-12-19,1972
129563,The Sweet,4,False,Wig-Wam Bam,1972-12-19,1972
129559,Slade,10,False,Mama Weer All Crazee Now,1973-01-02,1973
129550,The Les Humphries Singers,1,False,Mexico,1973-01-02,1973
129554,The Sweet,5,False,Wig-Wam Bam,1973-01-02,1973
129549,Slade,10,False,Gudbuy T'Jane,1973-01-09,1973
129540,The Les Humphries Singers,1,False,Mexico,1973-01-09,1973
129545,The Sweet,6,False,Wig-Wam Bam,1973-01-09,1973
129539,Elton John,10,False,Crocodile Rock,1973-01-16,1973
129537,Slade,8,False,Gudbuy T'Jane,1973-01-16,1973
129530,The Les Humphries Singers,1,False,Mexico,1973-01-16,1973
129538,The Sweet,9,False,Wig-Wam Bam,1973-01-16,1973
129525,Elton John,6,False,Crocodile Rock,1973-01-23,1973
129527,Slade,8,False,Gudbuy T'Jane,1973-01-23,1973
129522,The Les Humphries Singers,3,False,Mexico,1973-01-23,1973
129529,The Sweet,10,False,Wig-Wam Bam,1973-01-23,1973
129512,Elton John,3,False,Crocodile Rock,1973-01-30,1973
129517,Slade,8,False,Gudbuy T'Jane,1973-01-30,1973
129514,The Les Humphries Singers,5,False,Mexico,1973-01-30,1973
129518,The Sweet,9,False,Block Buster,1973-01-30,1973
129501,Elton John,2,False,Crocodile Rock,1973-02-06,1973
129504,Slade,5,False,Gudbuy T'Jane,1973-02-06,1973
129506,The Les Humphries Singers,7,False,Mexico,1973-02-06,1973
129505,The Sweet,6,False,Block Buster,1973-02-06,1973
129491,Elton John,2,False,Crocodile Rock,1973-02-13,1973
129493,Slade,4,False,Gudbuy T'Jane,1973-02-13,1973
129498,The Les Humphries Singers,9,False,Mexico,1973-02-13,1973
129494,The Sweet,5,False,Block Buster,1973-02-13,1973
129481,Elton John,2,False,Crocodile Rock,1973-02-20,1973
129484,Slade,5,False,Gudbuy T'Jane,1973-02-20,1973
129488,The Les Humphries Singers,9,False,Mexico,1973-02-20,1973
129483,The Sweet,4,False,Block Buster,1973-02-20,1973
129479,Albert Hammond,10,False,It Never Rains In Southern California,1973-02-27,1973
129470,Elton John,1,False,Crocodile Rock,1973-02-27,1973
129475,Slade,6,False,Gudbuy T'Jane,1973-02-27,1973
129476,The Les Humphries Singers,7,False,Mama Loo,1973-02-27,1973
129472,The Sweet,3,False,Block Buster,1973-02-27,1973
129467,Albert Hammond,8,False,It Never Rains In Southern California,1973-03-06,1973
129460,Elton John,1,False,Crocodile Rock,1973-03-06,1973
129468,Middle Of The Road,9,False,Yellow Boomerang,1973-03-06,1973
129466,Slade,7,False,Gudbuy T'Jane,1973-03-06,1973
129463,The Les Humphries Singers,4,False,Mama Loo,1973-03-06,1973
129462,The Sweet,3,False,Block Buster,1973-03-06,1973
129456,Albert Hammond,7,False,It Never Rains In Southern California,1973-03-13,1973
129450,Elton John,1,False,Crocodile Rock,1973-03-13,1973
129457,Middle Of The Road,8,False,Yellow Boomerang,1973-03-13,1973
129458,Slade,9,False,Gudbuy T'Jane,1973-03-13,1973
129451,The Les Humphries Singers,2,False,Mama Loo,1973-03-13,1973
129453,The Sweet,4,False,Block Buster,1973-03-13,1973
129446,Albert Hammond,7,False,It Never Rains In Southern California,1973-03-20,1973
129441,Elton John,2,False,Crocodile Rock,1973-03-20,1973
129444,Middle Of The Road,5,False,Yellow Boomerang,1973-03-20,1973
129448,Slade,9,False,Gudbuy T'Jane,1973-03-20,1973
129440,The Les Humphries Singers,1,False,Mama Loo,1973-03-20,1973
129442,The Sweet,3,False,Block Buster,1973-03-20,1973
129434,Albert Hammond,5,False,It Never Rains In Southern California,1973-03-27,1973
129431,Elton John,2,False,Crocodile Rock,1973-03-27,1973
129433,Middle Of The Road,4,False,Yellow Boomerang,1973-03-27,1973
129430,The Les Humphries Singers,1,False,Mama Loo,1973-03-27,1973
129432,The Sweet,3,False,Block Buster,1973-03-27,1973
129425,Albert Hammond,6,False,It Never Rains In Southern California,1973-04-03,1973
129421,Elton John,2,False,Crocodile Rock,1973-04-03,1973
129422,Middle Of The Road,3,False,Yellow Boomerang,1973-04-03,1973
129428,Slade,9,False,Cum On Feel The Noize,1973-04-03,1973
129420,The Les Humphries Singers,1,False,Mama Loo,1973-04-03,1973
129423,The Sweet,4,False,Block Buster,1973-04-03,1973
129416,Albert Hammond,7,False,It Never Rains In Southern California,1973-04-10,1973
129413,Elton John,4,False,Crocodile Rock,1973-04-10,1973
129411,Middle Of The Road,2,False,Yellow Boomerang,1973-04-10,1973
129417,Slade,8,False,Cum On Feel The Noize,1973-04-10,1973
129410,The Les Humphries Singers,1,False,Mama Loo,1973-04-10,1973
129415,The Sweet,6,False,Block Buster,1973-04-10,1973
129408,Albert Hammond,9,False,It Never Rains In Southern California,1973-04-17,1973
129404,Elton John,5,False,Daniel,1973-04-17,1973
129402,Middle Of The Road,3,False,Yellow Boomerang,1973-04-17,1973
129403,Slade,4,False,Cum On Feel The Noize,1973-04-17,1973
129400,The Les Humphries Singers,1,False,Mama Loo,1973-04-17,1973
129405,The Sweet,6,False,Block Buster,1973-04-17,1973
129398,Albert Hammond,9,False,It Never Rains In Southern California,1973-04-24,1973
129395,Elton John,6,False,Daniel,1973-04-24,1973
129392,Middle Of The Road,3,False,Yellow Boomerang,1973-04-24,1973
129393,Slade,4,False,Cum On Feel The Noize,1973-04-24,1973
129391,The Les Humphries Singers,2,False,Mama Loo,1973-04-24,1973
129397,The Sweet,8,False,Block Buster,1973-04-24,1973
129388,Cliff Richard,9,False,Power To All Our Friends,1973-05-01,1973
129387,Elton John,8,False,Daniel,1973-05-01,1973
129384,Middle Of The Road,5,False,Yellow Boomerang,1973-05-01,1973
129385,Slade,6,False,Cum On Feel The Noize,1973-05-01,1973
129381,The Les Humphries Singers,2,False,Mama Loo,1973-05-01,1973
129373,Cliff Richard,4,False,Power To All Our Friends,1973-05-08,1973
129379,Elton John,10,False,Daniel,1973-05-08,1973
129376,Middle Of The Road,7,False,Yellow Boomerang,1973-05-08,1973
129378,Slade,9,False,Cum On Feel The Noize,1973-05-08,1973
129371,The Les Humphries Singers,2,False,Mama Loo,1973-05-08,1973
129362,Cliff Richard,3,False,Power To All Our Friends,1973-05-15,1973
129369,Elton John,10,False,Daniel,1973-05-15,1973
129367,Middle Of The Road,8,False,Yellow Boomerang,1973-05-15,1973
129363,The Les Humphries Singers,4,False,Mama Loo,1973-05-15,1973
129352,Cliff Richard,3,False,Power To All Our Friends,1973-05-22,1973
129359,Middle Of The Road,10,False,Yellow Boomerang,1973-05-22,1973
129356,The Les Humphries Singers,7,False,Mama Loo,1973-05-22,1973
129358,The Sweet,9,False,Hell Raiser,1973-05-22,1973
129342,Cliff Richard,3,False,Power To All Our Friends,1973-05-29,1973
129348,The Les Humphries Singers,9,False,Mama Loo,1973-05-29,1973
129347,The Sweet,8,False,Hell Raiser,1973-05-29,1973
129332,Cliff Richard,3,False,Power To All Our Friends,1973-06-05,1973
129339,The Les Humphries Singers,10,False,Mama Loo,1973-06-05,1973
129334,The Sweet,5,False,Hell Raiser,1973-06-05,1973
129323,Cliff Richard,4,False,Power To All Our Friends,1973-06-12,1973
129322,The Sweet,3,False,Hell Raiser,1973-06-12,1973
129328,Vicky Leandros,9,False,Die Bouzouki klang durch die Sommernacht,1973-06-12,1973
129313,Cliff Richard,4,False,Power To All Our Friends,1973-06-19,1973
129312,The Sweet,3,False,Hell Raiser,1973-06-19,1973
129315,Vicky Leandros,6,False,Die Bouzouki klang durch die Sommernacht,1973-06-19,1973
129304,Cliff Richard,5,False,Power To All Our Friends,1973-06-26,1973
129302,The Sweet,3,False,Hell Raiser,1973-06-26,1973
129303,Vicky Leandros,4,False,Die Bouzouki klang durch die Sommernacht,1973-06-26,1973
129295,Cliff Richard,6,False,Power To All Our Friends,1973-07-04,1973
129293,The Sweet,4,False,Hell Raiser,1973-07-04,1973
129291,Vicky Leandros,2,False,Die Bouzouki klang durch die Sommernacht,1973-07-04,1973
129285,Cliff Richard,6,False,Power To All Our Friends,1973-07-11,1973
129283,The Sweet,4,False,Hell Raiser,1973-07-11,1973
129281,Vicky Leandros,2,False,Die Bouzouki klang durch die Sommernacht,1973-07-11,1973
129276,Cliff Richard,7,False,Power To All Our Friends,1973-07-18,1973
129279,Slade,10,False,"Skweeze Me, Pleeze Me",1973-07-18,1973
129273,The Sweet,4,False,Hell Raiser,1973-07-18,1973
129271,Vicky Leandros,2,False,Die Bouzouki klang durch die Sommernacht,1973-07-18,1973
129269,Cliff Richard,10,False,Power To All Our Friends,1973-07-25,1973
129266,Slade,7,False,"Skweeze Me, Pleeze Me",1973-07-25,1973
129264,The Sweet,5,False,Hell Raiser,1973-07-25,1973
129261,Vicky Leandros,2,False,Die Bouzouki klang durch die Sommernacht,1973-07-25,1973
129257,Albert Hammond,8,False,The Free Electric Band,1973-08-08,1973
129254,Slade,5,False,"Skweeze Me, Pleeze Me",1973-08-08,1973
129255,The Sweet,6,False,Hell Raiser,1973-08-08,1973
129252,Vicky Leandros,3,False,Die Bouzouki klang durch die Sommernacht,1973-08-08,1973
129247,Albert Hammond,8,False,The Free Electric Band,1973-08-15,1973
129249,Middle Of The Road,10,False,Kailakee Kailako,1973-08-15,1973
129244,Slade,5,False,"Skweeze Me, Pleeze Me",1973-08-15,1973
129246,The Sweet,7,False,Hell Raiser,1973-08-15,1973
129242,Vicky Leandros,3,False,Die Bouzouki klang durch die Sommernacht,1973-08-15,1973
129236,Albert Hammond,7,False,The Free Electric Band,1973-08-22,1973
129239,Middle Of The Road,10,False,Kailakee Kailako,1973-08-22,1973
129233,Slade,4,False,"Skweeze Me, Pleeze Me",1973-08-22,1973
129237,Suzi Quatro,8,False,Can The Can,1973-08-22,1973
129238,The Sweet,9,False,Hell Raiser,1973-08-22,1973
129234,Vicky Leandros,5,False,Die Bouzouki klang durch die Sommernacht,1973-08-22,1973
129224,Albert Hammond,5,False,The Free Electric Band,1973-08-29,1973
129229,Middle Of The Road,10,False,Kailakee Kailako,1973-08-29,1973
129226,Slade,7,False,"Skweeze Me, Pleeze Me",1973-08-29,1973
129222,Suzi Quatro,3,False,Can The Can,1973-08-29,1973
129228,The Sweet,9,False,Hell Raiser,1973-08-29,1973
129225,Vicky Leandros,6,False,Die Bouzouki klang durch die Sommernacht,1973-08-29,1973
129213,Albert Hammond,4,False,The Free Electric Band,1973-09-05,1973
129217,Middle Of The Road,8,False,Kailakee Kailako,1973-09-05,1973
129214,Slade,5,False,"Skweeze Me, Pleeze Me",1973-09-05,1973
129211,Suzi Quatro,2,False,Can The Can,1973-09-05,1973
129219,The Rolling Stones,10,False,Angie,1973-09-05,1973
129215,Vicky Leandros,6,False,Die Bouzouki klang durch die Sommernacht,1973-09-05,1973
129203,Albert Hammond,4,False,The Free Electric Band,1973-09-12,1973
129204,Middle Of The Road,5,False,Kailakee Kailako,1973-09-12,1973
129208,Slade,9,False,"Skweeze Me, Pleeze Me",1973-09-12,1973
129200,Suzi Quatro,1,False,Can The Can,1973-09-12,1973
129205,The Rolling Stones,6,False,Angie,1973-09-12,1973
129206,Vicky Leandros,7,False,Die Bouzouki klang durch die Sommernacht,1973-09-12,1973
129193,Albert Hammond,4,False,The Free Electric Band,1973-09-19,1973
129197,Middle Of The Road,8,False,Kailakee Kailako,1973-09-19,1973
129190,Suzi Quatro,1,False,Can The Can,1973-09-19,1973
129194,The Rolling Stones,5,False,Angie,1973-09-19,1973
129198,The Sweet,9,False,The Ballroom Blitz,1973-09-19,1973
129183,Albert Hammond,4,False,The Free Electric Band,1973-09-26,1973
129180,Suzi Quatro,1,False,Can The Can,1973-09-26,1973
129182,The Rolling Stones,3,False,Angie,1973-09-26,1973
129187,The Sweet,8,False,The Ballroom Blitz,1973-09-26,1973
129173,Albert Hammond,4,False,The Free Electric Band,1973-10-03,1973
129170,Suzi Quatro,1,False,Can The Can,1973-10-03,1973
129171,The Rolling Stones,2,False,Angie,1973-10-03,1973
129177,The Sweet,8,False,The Ballroom Blitz,1973-10-03,1973
129166,Albert Hammond,7,False,The Free Electric Band,1973-10-10,1973
129160,Suzi Quatro,1,False,Can The Can,1973-10-10,1973
129161,The Rolling Stones,2,False,Angie,1973-10-10,1973
129164,The Sweet,5,False,The Ballroom Blitz,1973-10-10,1973
129158,Albert Hammond,9,False,The Free Electric Band,1973-10-17,1973
129150,Suzi Quatro,1,False,Can The Can,1973-10-17,1973
129151,The Rolling Stones,2,False,Angie,1973-10-17,1973
